F,,,,,DENIED,,,,Aprobación Final / Final approval,
,,,,,SUSPENDED,,,       ANTI-CHEAT,,
,,,,,OBSERVATION,,, DESKTOP RECORD,,
,,,,,OK,,, WEBCAM RECORD,,
,,,,,,,,,,
,Team name,Nickname/pf steam,Steam64 ID/ ban list,l4d2center linkview,Status,VIO,Region,Anticheat/Record,Pepinis,MK
,,Sushi,76561198156783893,X,OK,,,       ANTI-CHEAT,,
,,Bugatti,76561198074369097,X,OK,,,       ANTI-CHEAT,,
,,CHD,76561198313644426,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,White Boys With Motion,Caution,76561198047257214,X,OK,,AU,       ANTI-CHEAT,,
,,DDA,76561198039237902,X,OK,,,       ANTI-CHEAT,,
,,Elliot,76561198009662539,X,OK,,,       ANTI-CHEAT,,
,,Scl,76561198374058624,X,OK,,,       ANTI-CHEAT,,
,,Sloppy Wolf,76561198080156272,X,OK,,,       ANTI-CHEAT,,
,,Innuendo,76561198142030624,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Macninallylicuados3.0,Pingu,76561198282000148,X,OK,,NA/SA,       ANTI-CHEAT,,
,,texture,76561199618336600,X,OK,,,       ANTI-CHEAT,,
,,Sangui,76561199170402948,X,OK,,,       ANTI-CHEAT,,
,,Danxe ,76561198353140534,X,OK,,,       ANTI-CHEAT,,
,,Radaam,76561199022958802,X,OK,,,       ANTI-CHEAT,,
,,Cykes,76561199012863446,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,VASO DE LECHE,Piwe,76561199038057356,X,OK,,SA,       ANTI-CHEAT,,
,,Once again,76561199013233759,X,OK,,,       ANTI-CHEAT,,
,,Canoli,76561199017361995,X,OK,,,       ANTI-CHEAT,,
,,M4nzana,76561199168210235,X,OK,,,       ANTI-CHEAT,,
,,Karma,76561199071989652,X,OK,,,       ANTI-CHEAT,,
,,Nicolas,76561198997472592,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Four King,jeremi2000XD,76561199105358464,X,OK,,SA,       ANTI-CHEAT,,
,,fdle,76561199117031663,X,OK,,,       ANTI-CHEAT,,
,,MTnekoo,76561198990535866,X,OK,,,       ANTI-CHEAT,,
,,Cruz(r),76561199751976890,X,OK,,,       ANTI-CHEAT,,
,,sirius,76561199860956644,X,OK,,, DESKTOP RECORD,,
,,emet,76561199193548102,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Allied,aNdrw,76561199085572399,X,OK,,SA,       ANTI-CHEAT,,
,,Elliot,76561199284969325,X,OK,,, DESKTOP RECORD,,
,,Summers ,76561199523962226,X,OK,,,       ANTI-CHEAT,,
,,hErmiN ,76561199422021887,X,OK,,,       ANTI-CHEAT,,
,,Ashes of eden,76561199545639180,X,OK,,,       ANTI-CHEAT,,
,,Nagata ,76561199006594049,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,La pantera del Callao,dolcett ,76561199110587152,X,OK,,SA,       ANTI-CHEAT,,
,,Pepito,76561199092655221,X,OK,,,       ANTI-CHEAT,,
,,v.v,76561197968851904,X,OK,,,       ANTI-CHEAT,,
,,AleSNC,76561199182711276,X,OK,,,       ANTI-CHEAT,,
,,arukii ,76561198361666356,X,OK,,,       ANTI-CHEAT,,
,,miya ,76561199270188862,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Peru rejects,Snake ,76561198999531509,X,OK,,SA,       ANTI-CHEAT,,
,,D4neee ,76561199358743739,X,OK,,,       ANTI/Desktop,,
,,Most ,76561198326926397,X,OK,,,       ANTI-CHEAT,,
,,Phobos ,76561199689447337,X,OK,,,       ANTI-CHEAT,,
,,Do'Or ,76561198186223729,X,OK,,,       ANTI-CHEAT,,
,,Nhmy,76561199185614821,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Colossus,access,76561198864918476,X,OK,,SA,       ANTI-CHEAT,,
,,taeyong,76561197988614833,X,OK,,,       ANTI-CHEAT,,
,,flyreh,76561198119710356,X,OK,,,       ANTI-CHEAT,,
,,learning,76561198890021431,X,OK,,,       ANTI-CHEAT,,
,,,76561198349381303,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Not Enough,HaTs ,76561198301487558,X,OK,,SA,       ANTI-CHEAT,,
,,Soma ,76561199126065233,X,OK,,,       ANTI-CHEAT,,
,,Hange ,76561199573593514,X,OK,,,       ANTI-CHEAT,,
,,Tally ,76561199439190424,X,OK,,,       ANTI-CHEAT,,
,,Zabit ,76561199093520472,X,OK,,,       ANTI-CHEAT,,
,,Tom ,76561199090428461,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Kāra,Alliege,76561199193657890,X,OK,,SA/NA,       ANTI-CHEAT,,
,,Gohan ,76561199019792240,X,OK,,,       ANTI-CHEAT,,
,,Aisha ,76561198915297001,X,OK,,,       ANTI-CHEAT,,
,,mla,76561198351145177,X,OK,,,       ANTI-CHEAT,,
,,Noura ,76561199162652653,X,OK,,,       ANTI-CHEAT,,
,,520,76561198833495430,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,HoundBlood,Marp,76561199053849555,X,OK,,SA,       ANTI-CHEAT,,
,,Path,76561199048601284,X,OK,,,       ANTI-CHEAT,,
,,Chapoxz,76561199400970554,X,OK,,,       ANTI-CHEAT,,
,,Nae,76561199274905819,X,OK,,,       ANTI-CHEAT,,
,,Clem,76561199104777108,X,OK,,,       ANTI-CHEAT,,
,,Gbad,76561199184320869,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,HOSHI,ISAO ,76561199806074027,X,OK,,SA/NA/EU,       ANTI-CHEAT,,
,,Kaydy ,76561199799386846,X,OK,,,       ANTI-CHEAT,,
,,Outi ,76561199375958421,X,OK,,,       ANTI-CHEAT,,
,,Sonata ,76561199110992746,X,OK,,, DESKTOP RECORD,,
,,blank ,76561199823919918,X,OK,,,       ANTI-CHEAT,,
,,Darkrow ,76561199350846022,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Fear Factory,Criss,76561198036098457,X,OK,,EU,       ANTI-CHEAT,,
,,mzn,76561198009526693,X,OK,,,       ANTI/Desktop,,
,,mda,76561198098160746,X,OK,,,       ANTI-CHEAT,,
,,aNtax,76561198055391155,X,OK,,,       ANTI-CHEAT,,
,,veres,76561198053375163,X,OK,,,       ANTI-CHEAT,,
,,hydro,76561198004411388,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Judgment ,Driss,76561198177612797,Not found?,OK,,NA,       ANTI-CHEAT,,
,,Style,76561198274761400,X,OK,,,       ANTI-CHEAT,,
,,Roxas,76561198035445726,X,OK,,,       ANTI-CHEAT,,
,,Desert,76561198421673009,X,OK,,,       ANTI-CHEAT,,
,,emer,76561198402590558,X,OK,,,       ANTI-CHEAT,,
,,zafiro,76561199054634147,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,From Above,Allison,76561199254846464,X,OK,,SA,       ANTI-CHEAT,,
,,Purpura,76561199000189822,X,OK,,,       ANTI-CHEAT,,
,,Manfred,76561199121513020,X,OK,,,       ANTI-CHEAT,,
,,Abigail,76561199175244953,X,OK,,,       ANTI-CHEAT,,
,,Xamako,76561199105424956,X,OK,,,       ANTI-CHEAT,,
,,Pasivo,76561198846065261,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Shūen,Noite,76561199035895961,X,OK,,SA,       ANTI-CHEAT,,
,,Slide,76561198851708589,X,OK,,,       ANTI-CHEAT,,
,,shifty,76561198990308981,X,OK,,,       ANTI-CHEAT,,
,,Xim,76561199087132195,X,OK,,,       ANTI-CHEAT,,
,,Nisha,76561199033696769,X,OK,,,       ANTI-CHEAT,,
,,Mgik,76561198239161320,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Tamper Monkey,Wild Ratz,76561198272111150,X,OK,,NA,       ANTI-CHEAT,,
,,ggfam ,76561199200542620,X,OK,,,       ANTI-CHEAT,,
,,Daveswrath ,76561199203017083,X,OK,,,       ANTI-CHEAT,,
,,Lovelydingus ,76561198343225028,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
, *Opium,evolve ,76561198409227117,X,OK,,SA,       ANTI-CHEAT,,
,,bruno ,76561198856077808,X,OK,,,       ANTI-CHEAT,,
,,Hibrido,76561198951867283,X,OK,,,       ANTI-CHEAT,,
,,ruchi ,76561199007444401,X,OK,,,       ANTI-CHEAT,,
,,caglepugla ,76561198845314389,X,OK,,, DESKTOP RECORD,,
,,Isshin ,76561198773102176,Not found,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,T1,Sawa,76561198055510738,X,OK,,SA,       ANTI-CHEAT,,
,,Seyng,76561198269178779,X,OK,,,       ANTI-CHEAT,,
,,Healy,76561197998051903,X,OK,,,       ANTI-CHEAT,,
,,Zirk,76561198207235344,X,OK,,,       ANTI-CHEAT,,
,,Nopressure,76561199870264076,Not Found,OK,,,       ANTI-CHEAT,,
,,Spooky,76561198403379804,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Nexuz,Nagi,76561198995768501,X,OK,,NA/SA,       ANTI-CHEAT,,
,,Pandillero,76561198244575638,X,OK,,,       ANTI-CHEAT,,
,,Rofi,76561198993016272,X,OK,,,       ANTI-CHEAT,,
,,Savage,76561198327638733,X,OK,,,       ANTI-CHEAT,,
,,Sley,76561199141716114,X,OK,,,       ANTI-CHEAT,,
,,Lumen,76561199690559166,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Tokupugs,Mordred,76561198147653380,X,OK,,NA,       ANTI-CHEAT,,
,,Aysel,76561198843112033,X,OK,,,       ANTI-CHEAT,,
,,Khardia,76561199261079038,X,OK,,,       ANTI-CHEAT,,
,,Broc,76561199151828913,X,OK,,,       ANTI-CHEAT,,
,,Anubi,76561198884962471,X,OK,,,       ANTI-CHEAT,,
,,Ickyplayer 4,76561198324356574,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Congregation,SilKyami ,76561199872074614,X,OK,,NA / SA, DESKTOP RECORD,,
,,Eclips3,76561199327280688,X,OK,,,       ANTI-CHEAT,,
,,Knockout ,76561199435420525,X,OK,,,       ANTI-CHEAT,,
,,Lan'z ,76561199564794270,X,OK,,,       ANTI-CHEAT,,
,,Sui,76561198109108419,X,OK,,, DESKTOP RECORD,,
,,,,,,,,,,
,,,,,,,,,,
,Los Tercos,Farhen,76561199176930967,X,OK,,SA,       ANTI-CHEAT,,
,,Cacanito,76561198890501513,X,OK,,,       ANTI-CHEAT,,
,,Twisted,76561199171952022,X,OK,,,       ANTI-CHEAT,,
,,Albert,76561198893377305,X,OK,,,       ANTI-CHEAT,,
,,Tamos,76561198359615856,X,OK,,,       ANTI-CHEAT,,
,,Richiton,76561199051378145,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,"cry
DROP OUT",diegoe,76561199521829080,X,OK,,NA,       ANTI-CHEAT,,
,,abc,76561199815823203,X,OK,,,       ANTI-CHEAT,,
,,miwa,76561199025736528,X,OK,,,       ANTI-CHEAT,,
,,cooltread80,76561198358909261,No profile,OK,,,DESKTOP RECORD,,
,,L1mon,76561198852452955,X,OK,,,       ANTI-CHEAT,,
,,Yael,76561199032963422,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Shinigami,Cazad,76561198869080364,X,OK,,SA,       ANTI-CHEAT,,
,,Youngslayer,76561198754129615,X,OK,,,       ANTI-CHEAT,,
,,Malb0ro,76561199241375054,X,OK,,,       ANTI-CHEAT,,
,,★ℳiKE★,76561199870055770,X,OK,,,       ANTI-CHEAT,,
,,Inversal,76561199545024293,X,OK,,,       ANTI-CHEAT,,
,,Hilux,76561198858720516,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,NoNecks,Mito_pe,76561199093968448,X,OK,,NA/SA,       ANTI-CHEAT,,
,,Brayam2096,76561198042706888,X,OK,,,       ANTI-CHEAT,,
,,h4vik,76561199402779854,X,OK,,,       ANTI-CHEAT,,
,,BV,76561199438630622,X,OK,,,       ANTI-CHEAT,,
,,k3mchy,76561199004025868,X,OK,,,       ANTI-CHEAT,,
,,RealizedMe,76561199501363980,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Gatoque,Zzz,76561199185113893,X,OK,,SA/EU,       ANTI-CHEAT,,
,,Castle,76561199067425761,X,OK,,,       ANTI-CHEAT,,
,,Alonsovski,76561199489822954,X,OK,,,       ANTI-CHEAT,,
,,wzodiac,76561198422313945,X,OK,,,       ANTI-CHEAT,,
,,20',76561199261118276,X,OK,,,       ANTI-CHEAT,,
,,Patrick,76561199093718271,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Gentlemens,Ninjamagical,76561199260568907,X,OK,,SA,       ANTI-CHEAT,,
,,Sebasmv,76561199014132526,X,OK,,,       ANTI-CHEAT,,
,,Kmn,76561199654859043,X,OK,,,       ANTI-CHEAT,,
,,Seraphine,76561198321613492,X,OK,,,       ANTI-CHEAT,,
,,ReinCarnage ツ,76561199225029056,X,OK,,,       ANTI-CHEAT,,
,,Z,76561199003449362,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Seguidores de la Grasa ,Gamezking,76561198937723278,X,OK,,NA/SA, DESKTOP RECORD,,
,,Mapo ,76561199135954410,X,OK,,, DESKTOP RECORD,,
,,sharp,76561198982842123,X,OK,,, DESKTOP RECORD,,
,,PU,76561198132961688,X,OK,,, DESKTOP RECORD,,
,,TA,76561198990873706,X,OK,,, DESKTOP RECORD,,
,,,,,,,,,,
,,,,,,,,,,
,No Expectations ,rog,76561199038985087,X,OK,,NA/SA,       ANTI-CHEAT,,
,,Stroke,76561198195200599,X,OK,,,       ANTI-CHEAT,,
,,$ww,76561198342114261,X,OK,,,       ANTI-CHEAT,,
,,Poxel,76561198841884935,X,OK,,,       ANTI-CHEAT,,
,,gus1on,76561198374993550,X,OK,,,       ANTI-CHEAT,,
,,Popeye,76561199097433236,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,Eternal Victory ,依然陈旧,76561198947390522,Not profile,OK,,CN,       ANTI-CHEAT,,
,,曈骸,76561198111350011,Not profile,OK,,,       ANTI-CHEAT,,
,,Kurimu,76561199095823853,Not profile,OK,,,       ANTI-CHEAT,,
,,布布,76561199436766097,Not profile,OK,,,       ANTI-CHEAT,,
,,Crown,76561199515785467,Not profile,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,,,,,,,,,,
,YeeZy CLAN,Kan,76561199586887657,X,OK,,SA,       ANTI-CHEAT,,
,,Sfx,76561199377048726,X,OK,,,       ANTI-CHEAT,,
,,Knaz,76561199591571049,X,OK,,,       ANTI-CHEAT,,
,,Jara,76561199025052929,X,OK,,,       ANTI-CHEAT,,
,,JB KIM,76561198253744781,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,,,,,,,,,,
,Playa Asia Golf,Rnxh,76561199186658479,X,OK,,SA,       ANTI-CHEAT,,
,,Twistz,76561199017089831,X,OK,,,       ANTI-CHEAT,,
,,Jihyomomo,76561198996991681,X,OK,,,       ANTI-CHEAT,,
,,Nklyopo,76561198320610477,X,OK,,,       ANTI-CHEAT,,
,,Aimat,76561199377064365,X,OK,,,       ANTI-CHEAT,,
,,Xyz,76561198396976730,X,OK,,,       ANTI-CHEAT,,
,,,,,,,,,,
,November Rain,1us,,X,,,,       ANTI-CHEAT,,
,,Magnet,76561199154910504,X,,,,       ANTI-CHEAT,,
,,Shr1mp,76561199164805248,X,,,,       ANTI-CHEAT,,
,,红玫瑰],76561199415501290,X,,,,       ANTI-CHEAT,,
,,Hakimi,,X,,,,       ANTI-CHEAT,,
,,Gracias,,X,,,,       ANTI-CHEAT,,
,,,,,,,,,,
,orphan truck drivers   (ALT),4ZE,76561198242214332/,,,,,,,
,,Ctu,,,,,,,,
,,Tr,,,,,,,,
,,Prsto,,,,,,,,
,,mfkaz,,,,,,,,
